department,region,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,kpis_met_>80%,awards_won?,avg_training_score,is_promoted,education_bachelors,education_below_secondary,education_masters_&_above
6,23,1,3,1,36,3.0,4,1,0,69,1,1,1,1
6,16,1,1,1,36,4.0,10,1,0,67,1,1,1,0
3,27,1,1,1,28,5.0,4,0,0,91,1,1,1,0
2,27,0,3,1,31,5.0,4,1,0,84,1,1,1,0
1,2,1,3,1,21,3.0,2,0,1,64,1,1,1,0
3,16,1,3,1,28,1.0,7,0,0,82,1,1,1,0
3,17,0,3,1,35,1.0,3,1,1,98,1,1,1,1
4,28,1,3,1,27,3.0,2,1,0,89,1,1,1,0
2,22,1,1,3,34,3.0,5,1,0,63,1,1,1,0
2,5,1,3,2,28,3.0,6,1,0,57,1,1,1,0
1,2,1,3,1,36,3.0,3,0,0,59,1,1,1,1
4,22,0,1,1,29,3.0,5,1,0,81,1,1,1,0
4,25,1,3,1,29,5.0,3,1,1,92,1,1,1,0
2,24,0,3,2,33,4.0,4,1,0,60,1,1,1,0
2,2,0,1,1,60,3.0,3,0,0,71,1,1,1,0
1,15,1,3,1,42,1.0,10,1,0,50,1,1,1,0
1,7,1,1,1,29,5.0,3,1,0,52,1,1,1,0
1,10,1,3,1,34,5.0,6,1,0,49,1,1,1,1
1,15,1,3,1,27,1.0,1,1,0,45,1,1,1,0
4,27,1,1,2,36,5.0,3,1,0,84,1,1,1,0
3,16,1,3,2,36,5.0,9,0,0,93,1,1,1,1
2,33,1,1,1,43,5.0,12,1,0,62,1,1,1,1
2,13,0,1,1,36,5.0,8,0,0,76,1,1,1,1
3,26,1,3,1,38,3.0,8,1,0,80,1,1,1,1
6,2,1,3,1,36,5.0,4,0,1,82,1,1,1,0
2,19,1,1,1,35,4.0,4,0,1,71,1,1,1,0
1,7,0,3,1,24,4.0,2,1,0,53,1,1,1,0
2,10,1,1,2,39,4.0,11,1,0,71,1,1,1,1
9,7,1,1,1,27,1.0,1,0,1,97,1,1,1,0
2,11,0,1,1,32,5.0,5,0,0,73,1,1,1,0
7,7,1,1,1,33,5.0,7,0,0,71,1,1,1,1
1,4,1,1,1,41,5.0,13,0,0,62,1,1,1,1
1,23,1,3,2,39,3.0,2,1,0,47,1,1,1,1
2,2,1,3,2,51,3.0,17,0,0,73,1,1,1,0
6,4,0,3,2,34,5.0,5,1,0,67,1,1,1,1
7,4,0,1,1,34,5.0,7,1,0,58,1,1,1,1
4,22,1,3,1,28,4.0,2,1,0,88,1,1,1,0
3,13,1,3,1,35,3.0,3,1,0,83,1,1,1,0
4,22,1,1,3,27,1.0,1,1,0,86,1,1,1,0
6,27,1,3,1,30,3.0,6,0,0,85,1,1,1,0
3,6,1,1,1,24,1.0,1,0,1,87,1,1,1,0
2,2,0,1,1,38,5.0,10,1,0,59,1,1,1,1
4,1,1,1,1,32,5.0,4,1,0,90,1,1,1,1
6,15,0,3,1,37,3.0,7,0,0,74,1,1,1,1
2,15,1,3,1,54,5.0,16,1,0,97,1,1,1,1
6,7,0,3,2,35,3.0,5,1,0,67,1,1,1,1
6,22,1,3,1,30,5.0,2,1,0,69,1,1,1,0
3,26,1,3,1,25,3.0,2,0,0,91,1,1,1,0
3,22,1,2,1,26,4.0,4,1,1,90,1,1,1,0
1,2,1,3,1,46,5.0,4,1,0,55,1,1,1,0
6,2,0,3,1,32,3.0,5,1,0,69,1,1,1,0
2,4,0,3,1,43,3.0,7,1,0,61,1,1,1,1
4,27,1,1,1,28,5.0,2,1,0,86,1,1,1,0
3,7,0,3,1,41,3.0,6,0,0,93,1,1,1,1
4,22,1,3,1,32,4.0,2,0,0,85,1,1,1,1
3,22,1,1,1,29,3.0,6,1,0,78,1,1,1,0
4,25,1,3,1,37,3.0,10,1,0,84,1,1,1,1
9,7,0,3,1,30,1.0,1,1,0,58,1,1,1,0
2,3,1,3,1,45,4.0,7,1,0,95,1,1,1,1
1,10,1,1,1,50,5.0,7,0,0,59,1,1,1,1
2,14,1,3,2,38,5.0,3,1,0,57,1,1,1,0
1,2,1,3,1,38,4.0,7,1,0,70,1,1,1,1
1,4,1,3,1,37,5.0,3,0,0,62,1,1,1,0
2,13,0,1,1,35,5.0,3,1,0,59,1,1,1,0
3,25,1,1,1,36,5.0,8,1,0,76,1,1,1,1
1,12,1,1,1,26,3.0,2,0,0,58,1,1,1,0
2,15,1,3,1,33,4.0,7,1,0,57,1,1,1,0
7,2,1,3,2,24,5.0,2,1,0,62,1,0,1,0
3,2,1,3,1,36,3.0,10,1,0,74,1,1,1,1
1,27,1,3,1,33,4.0,7,1,0,56,1,1,1,0
2,2,0,3,4,34,4.0,7,1,0,56,1,1,1,0
3,14,1,3,1,45,3.0,16,1,0,78,1,1,1,1
3,13,1,1,1,30,4.0,1,0,0,90,1,1,1,0
1,12,1,3,1,28,1.0,1,1,0,53,1,1,1,0
3,7,0,3,1,45,5.0,3,1,1,90,1,1,1,1
4,15,1,3,1,27,3.0,3,1,0,87,1,1,1,0
3,16,0,3,1,29,4.0,1,1,0,78,1,1,1,0
2,22,0,1,1,29,5.0,3,1,0,59,1,1,1,0
1,5,1,3,1,39,3.0,11,1,1,93,1,1,1,1
1,16,1,1,1,30,3.0,4,1,0,56,1,1,1,0
2,15,1,3,1,36,5.0,3,1,0,64,1,1,1,0
6,17,0,3,1,35,5.0,6,0,1,94,1,1,1,1
1,2,1,3,1,34,4.0,8,1,0,58,1,1,1,0
1,16,1,3,1,35,4.0,9,0,0,93,1,1,1,0
3,17,1,3,1,26,5.0,4,1,0,84,1,1,1,0
1,28,1,3,2,36,3.0,3,0,0,65,1,1,1,1
1,1,1,3,1,36,5.0,4,1,0,47,1,1,1,1
2,15,1,1,1,48,5.0,21,1,0,63,1,1,1,1
1,2,1,2,1,32,4.0,3,0,0,69,1,1,1,0
2,2,0,1,1,48,3.0,7,1,0,58,1,1,1,1
3,2,1,3,1,39,5.0,10,1,0,78,1,1,1,1
6,12,1,3,1,33,5.0,7,0,1,84,1,1,1,0
2,4,0,1,1,45,5.0,7,1,0,62,1,1,1,1
4,22,1,1,3,27,3.0,2,1,0,90,1,1,1,0
3,5,0,3,1,32,5.0,5,0,0,95,1,1,1,1
1,7,1,1,2,34,4.0,3,0,0,67,1,1,1,1
6,27,0,3,1,43,2.0,15,1,0,67,1,1,1,1
1,4,1,1,1,33,3.0,4,0,1,62,1,1,1,0
3,2,1,1,1,25,1.0,1,0,0,96,1,1,1,0
1,2,1,3,1,42,3.0,5,1,0,51,1,1,1,1
4,22,1,1,2,28,2.0,7,1,0,85,1,1,1,0
1,28,1,3,1,30,4.0,6,1,0,50,1,1,1,1
4,22,1,1,1,27,1.0,1,0,0,87,1,1,1,0
3,2,0,1,1,53,3.0,15,0,0,92,1,1,1,1
7,2,0,1,1,33,3.0,7,1,0,61,1,1,1,1
2,16,1,3,1,40,5.0,13,0,0,74,1,1,1,0
8,22,1,3,1,35,3.0,6,0,1,59,1,1,1,1
1,1,1,3,1,39,5.0,8,1,0,52,1,1,1,0
4,25,1,3,1,35,3.0,8,1,0,83,1,1,1,1
3,15,1,3,1,33,3.0,8,0,0,88,1,1,1,0
2,2,0,3,1,53,5.0,13,0,1,73,1,1,1,1
6,13,0,3,1,33,5.0,5,1,0,89,1,1,1,1
2,7,0,3,1,34,5.0,8,1,0,58,1,1,1,0
1,17,1,3,1,43,3.0,9,0,1,59,1,1,1,0
2,24,0,3,1,30,5.0,4,0,0,74,1,1,1,0
2,2,0,3,1,50,3.0,3,1,0,55,1,1,1,0
2,15,0,1,1,27,5.0,3,0,0,96,1,1,1,0
1,1,1,3,1,31,5.0,4,0,0,94,1,1,1,1
6,2,1,1,1,45,4.0,7,1,0,72,1,1,1,0
1,2,1,3,1,43,5.0,11,1,0,51,1,1,1,0
6,2,0,3,1,55,5.0,27,1,0,70,1,1,1,1
3,17,1,3,1,32,4.0,3,1,0,83,1,1,1,0
2,2,1,3,1,51,4.0,22,1,0,61,1,1,1,0
3,2,1,1,1,31,1.0,1,1,0,90,1,1,1,0
1,23,1,1,1,37,3.0,4,0,0,58,1,1,1,1
1,28,1,3,1,30,3.0,7,1,0,50,1,1,1,1
6,21,1,3,1,29,5.0,2,1,0,89,1,1,1,0
6,23,1,3,1,28,1.0,1,1,0,70,1,1,1,0
3,4,0,3,2,30,3.0,3,1,0,79,1,1,1,0
3,2,1,1,1,54,5.0,20,1,0,97,1,1,1,1
3,2,1,2,3,52,3.0,5,0,0,92,1,1,1,0
6,26,1,3,2,35,5.0,8,1,0,70,1,1,1,0
2,2,1,3,1,50,3.0,17,1,0,61,1,1,1,0
1,4,1,3,1,52,3.0,7,1,0,51,1,1,1,1
2,8,0,1,1,29,2.0,5,1,0,56,1,1,1,0
4,22,1,3,2,27,1.0,1,1,0,87,1,1,1,0
1,7,1,3,1,40,3.0,5,0,0,62,1,1,1,0
4,2,0,3,1,28,4.0,6,1,1,88,1,1,1,0
6,7,1,1,1,32,3.0,7,1,0,64,1,1,1,0
3,4,0,3,1,26,4.0,2,0,0,94,1,1,1,0
1,31,1,3,4,26,4.0,1,1,0,51,1,1,1,0
2,15,1,3,1,39,5.0,4,1,1,60,1,1,1,0
4,22,1,1,1,43,3.0,10,0,0,84,1,1,1,0
3,26,1,1,1,38,4.0,7,1,0,79,1,1,1,0
4,22,1,3,1,30,5.0,7,1,0,91,1,1,1,0
3,15,1,1,1,48,4.0,15,1,0,97,1,1,1,1
6,2,0,3,1,32,5.0,4,0,0,80,1,1,1,0
8,2,1,1,1,52,5.0,6,1,0,47,1,1,1,1
4,7,1,1,1,29,5.0,3,0,0,87,1,1,1,0
1,7,1,3,1,40,5.0,9,1,0,48,1,1,1,0
1,4,1,3,1,45,5.0,6,1,0,50,1,1,1,0
3,22,0,3,4,27,1.0,1,1,0,79,1,1,1,0
1,22,1,1,1,30,4.0,5,1,0,47,1,1,1,0
3,2,1,3,1,46,3.0,3,0,0,88,1,1,1,1
4,25,1,3,1,33,4.0,8,1,0,95,1,1,1,1
3,17,1,3,1,36,3.0,9,0,1,99,1,1,1,1
1,2,1,3,1,39,3.0,5,0,0,60,1,1,1,1
8,20,0,3,1,30,5.0,2,1,0,51,1,1,1,0
6,13,0,3,1,30,3.0,3,1,0,66,1,1,1,0
7,7,0,1,3,32,4.0,8,0,0,94,1,1,1,1
4,22,0,3,1,28,3.0,6,1,0,83,1,1,1,0
2,19,0,3,1,39,5.0,11,1,0,55,1,1,1,1
4,22,1,3,2,28,5.0,6,1,0,87,1,1,1,0
6,29,1,3,1,46,3.0,19,1,0,67,1,1,1,1
2,19,1,3,1,40,5.0,3,1,0,55,1,1,1,0
2,13,1,3,2,32,5.0,2,0,0,78,1,1,1,0
2,22,1,3,1,36,2.0,10,1,0,60,1,1,1,0
4,25,1,3,2,34,5.0,7,1,0,88,1,1,1,1
1,34,0,1,1,27,5.0,4,1,0,50,1,1,1,0
6,22,1,3,1,40,3.0,5,0,0,85,1,1,1,1
2,2,1,3,1,28,3.0,2,0,0,74,1,1,1,0
3,17,0,1,1,28,5.0,2,1,0,99,1,1,1,0
2,27,1,3,2,27,3.0,4,0,0,71,1,1,1,0
3,26,1,1,1,35,5.0,9,1,0,81,1,1,1,0
3,25,1,3,1,36,4.0,8,1,0,79,1,1,1,1
3,13,1,1,1,27,3.0,3,1,0,87,1,1,1,0
2,7,0,1,1,27,1.0,1,1,0,61,1,1,1,0
6,5,0,1,1,37,4.0,6,1,0,69,1,1,1,0
6,26,1,3,1,29,1.0,4,0,0,79,1,1,1,0
4,22,1,1,1,26,5.0,2,1,0,82,1,1,1,0
2,15,1,3,2,38,4.0,9,1,0,61,1,1,1,0
3,4,1,3,1,47,5.0,2,1,0,82,1,1,1,1
1,13,1,3,1,39,5.0,8,1,1,96,1,1,1,0
6,17,1,1,2,33,5.0,6,1,0,71,1,1,1,1
4,22,1,3,3,31,5.0,3,1,0,98,1,1,1,0
9,12,1,1,1,28,2.0,4,1,1,96,1,1,1,0
1,2,0,3,1,30,5.0,5,1,0,51,1,1,1,0
9,2,1,1,1,28,2.0,4,1,0,60,1,1,1,0
2,15,0,3,1,32,5.0,6,0,0,88,1,1,1,0
3,32,0,1,1,26,5.0,2,0,1,91,1,1,1,0
3,7,1,3,1,29,3.0,3,0,0,92,1,1,1,0
8,15,1,3,1,38,5.0,10,1,0,51,1,1,1,0
6,31,1,1,1,42,3.0,3,1,0,70,1,1,1,1
4,22,1,2,1,29,3.0,2,1,0,91,1,1,1,0
1,2,1,3,1,40,3.0,5,1,0,46,1,1,1,0
3,24,0,3,1,24,5.0,2,0,0,83,1,1,1,0
7,15,1,1,1,27,5.0,3,1,0,64,1,1,1,0
6,10,0,1,1,34,5.0,7,1,0,96,1,1,1,1
1,4,1,1,1,56,4.0,4,1,1,45,1,1,1,1
6,30,0,1,1,35,5.0,8,1,0,88,1,1,1,1
6,2,0,1,1,46,5.0,18,0,0,84,1,1,1,0
6,22,0,3,1,29,1.0,1,1,0,66,1,1,1,0
4,26,1,3,1,42,3.0,15,1,0,83,1,1,1,1
3,7,0,3,1,41,1.0,7,1,0,80,1,1,1,1
1,25,1,1,1,27,3.0,8,1,0,48,1,1,1,0
1,22,1,1,1,29,5.0,4,0,0,64,1,1,1,0
5,7,1,3,1,38,5.0,5,1,0,84,1,1,1,1
2,13,0,1,1,34,5.0,6,1,0,54,1,1,1,1
6,2,0,1,1,37,5.0,8,0,0,86,1,1,1,1
3,2,0,3,1,42,5.0,11,0,0,81,1,1,1,0
8,2,0,2,1,53,5.0,19,0,0,59,1,1,1,1
4,29,1,1,1,27,3.0,3,1,0,98,1,1,1,0
2,22,0,3,3,36,4.0,6,1,0,60,1,1,1,0
3,15,1,3,1,41,5.0,4,1,0,81,1,1,1,0
3,28,1,3,1,29,3.0,4,1,0,74,1,1,1,0
5,8,1,1,1,28,5.0,4,1,0,84,1,1,1,0
2,22,1,3,1,36,4.0,8,1,0,61,1,1,1,0
1,22,1,3,1,28,5.0,4,1,0,49,1,1,1,0
2,15,1,3,1,38,5.0,7,0,0,75,1,1,1,1
8,2,1,3,1,50,5.0,16,1,0,45,1,1,1,1
4,27,1,1,1,31,3.0,3,1,0,97,1,1,1,0
1,31,1,3,1,35,4.0,7,1,0,59,1,1,1,0
3,15,1,1,3,32,3.0,4,1,0,77,1,1,1,0
6,22,1,1,1,42,3.0,17,0,0,82,1,1,1,1
7,28,1,3,2,30,3.0,7,0,0,89,1,1,1,0
2,2,0,1,1,41,3.0,10,0,0,72,1,1,1,0
1,32,1,1,1,29,2.0,9,0,0,65,1,1,1,0
7,4,1,3,1,32,3.0,5,0,0,74,1,1,1,1
1,2,1,3,1,47,5.0,16,0,0,64,1,1,1,0
1,10,1,1,1,42,5.0,12,1,0,50,1,1,1,1
1,7,1,3,1,37,5.0,4,1,0,49,1,1,1,0
3,2,1,1,4,24,1.0,1,0,0,83,1,0,1,0
2,4,0,3,1,31,5.0,2,1,0,55,1,1,1,0
2,32,0,3,1,33,2.0,3,1,0,58,1,1,1,0
2,13,1,1,1,45,3.0,8,0,0,73,1,1,1,1
3,10,1,3,1,32,5.0,5,0,0,81,1,1,1,0
4,15,1,1,1,33,5.0,7,1,1,91,1,1,1,0
7,22,1,1,1,27,5.0,3,0,0,92,1,1,1,0
1,2,1,1,1,33,5.0,6,0,1,93,1,1,1,1
6,23,0,1,1,33,3.0,6,0,0,86,1,1,1,1
8,22,1,3,1,37,5.0,11,1,0,93,1,1,1,1
1,22,1,1,2,27,1.0,1,0,0,85,1,1,1,0
5,27,1,1,1,33,5.0,4,0,0,88,1,1,1,1
6,7,0,1,1,30,2.0,4,1,0,68,1,1,1,0
3,7,1,3,1,26,3.0,2,0,0,86,1,1,1,0
7,2,1,1,1,27,3.0,3,1,0,59,1,1,1,0
1,3,1,3,1,29,3.0,7,1,1,48,1,1,1,0
1,27,1,3,1,30,3.0,2,1,0,48,1,1,1,0
3,27,0,1,1,27,5.0,2,1,0,79,1,1,1,0
4,22,1,3,1,32,5.0,7,0,0,83,1,1,1,0
2,22,0,3,1,40,5.0,4,0,0,73,1,1,1,1
1,1,1,1,1,33,5.0,5,1,0,54,1,1,1,0
1,22,1,1,1,28,1.0,1,1,0,49,1,1,1,0
7,28,0,3,1,30,1.0,1,1,0,59,1,1,1,0
6,2,0,2,1,30,1.0,1,1,1,71,1,1,1,0
4,22,0,1,1,37,5.0,8,1,0,90,1,1,1,0
3,13,0,3,2,37,5.0,3,1,0,86,1,1,1,1
4,7,1,1,1,39,3.0,13,0,0,82,1,1,1,0
2,22,1,3,1,50,5.0,18,0,0,74,1,1,1,1
2,13,1,3,1,29,3.0,3,1,0,60,1,1,1,0
6,4,0,3,1,29,5.0,2,1,0,73,1,1,1,0
3,13,1,3,1,35,5.0,5,1,1,80,1,1,1,0
1,2,1,1,1,31,5.0,7,1,0,53,1,1,1,0
2,22,1,1,1,35,5.0,9,1,0,59,1,1,1,0
2,16,1,3,1,34,5.0,8,1,1,87,1,1,1,1
1,2,1,3,1,34,4.0,6,1,0,46,1,1,1,0
3,4,0,3,1,28,3.0,2,1,0,80,1,1,1,0
3,7,1,3,1,33,5.0,4,0,0,82,1,1,1,0
4,2,1,1,4,33,4.0,7,0,0,82,1,1,1,0
4,7,1,1,1,41,4.0,11,1,0,87,1,1,1,1
1,13,0,1,1,39,4.0,7,1,0,51,1,1,1,0
4,22,1,1,2,30,5.0,4,1,0,86,1,1,1,0
6,2,0,1,1,58,4.0,25,1,0,67,1,1,1,0
3,7,0,1,1,43,2.0,2,1,0,75,1,1,1,0
3,23,1,2,1,29,5.0,3,0,0,80,1,1,1,0
3,13,1,1,1,29,3.0,6,1,0,78,1,1,1,0
3,2,1,3,1,28,1.0,1,1,0,84,1,1,1,0
6,7,0,3,1,34,5.0,3,1,0,72,1,1,1,1
4,15,1,3,1,31,5.0,7,1,0,81,1,1,1,1
2,22,1,3,1,42,3.0,15,1,0,59,1,1,1,1
2,32,1,1,1,34,3.0,10,1,0,59,1,1,1,0
3,2,1,1,2,42,3.0,10,1,0,82,1,1,1,0
6,2,0,3,1,37,5.0,4,1,0,73,1,1,1,0
2,2,1,3,1,54,3.0,23,1,0,59,1,1,1,1
4,22,1,3,2,30,5.0,4,0,0,85,1,1,1,0
3,13,0,1,1,36,3.0,4,0,0,83,1,1,1,1
1,7,1,3,1,26,3.0,2,0,0,59,1,1,1,0
2,32,0,1,1,42,5.0,12,0,0,73,1,1,1,1
1,15,1,3,1,40,3.0,9,1,0,50,1,1,1,0
1,2,1,3,1,39,3.0,9,0,0,62,1,1,1,1
2,3,1,3,1,37,3.0,10,1,0,92,1,1,1,1
3,22,1,3,2,28,4.0,3,1,0,78,1,1,1,0
1,27,1,3,3,30,3.0,2,1,0,52,1,1,1,0
1,7,1,3,2,40,5.0,4,0,1,63,1,1,1,0
3,7,1,1,1,26,5.0,2,0,0,80,1,1,1,0
3,2,1,3,1,60,5.0,9,0,1,80,1,1,1,0
1,4,1,3,1,36,3.0,2,0,0,65,1,1,1,1
1,2,1,1,1,40,3.0,11,1,0,49,1,1,1,1
1,13,1,3,1,29,1.0,1,1,0,50,1,1,1,0
2,13,1,1,1,35,5.0,7,1,1,91,1,1,1,0
2,22,1,1,1,37,3.0,3,1,1,58,1,1,1,1
5,27,1,3,2,32,1.0,1,1,0,86,1,1,1,0
2,15,1,3,1,33,3.0,5,1,0,63,1,1,1,0
8,2,1,1,1,24,1.0,1,1,0,49,1,0,1,0
6,30,0,3,1,32,4.0,9,1,0,97,1,1,1,0
1,2,1,1,1,30,4.0,3,1,0,50,1,1,1,0
2,31,0,1,2,34,5.0,5,0,0,66,1,1,1,1
2,19,1,1,2,39,3.0,9,0,0,71,1,1,1,0
4,2,1,3,1,32,3.0,6,1,0,85,1,1,1,0
1,7,1,1,2,43,3.0,12,1,0,48,1,1,1,1
1,2,1,3,1,41,5.0,11,0,0,66,1,1,1,0
1,7,1,3,1,31,5.0,5,1,0,49,1,1,1,0
4,31,0,3,1,30,3.0,3,1,0,90,1,1,1,0
2,27,1,3,1,46,3.0,17,0,0,69,1,1,1,1
1,13,1,1,1,37,3.0,4,1,0,52,1,1,1,0
3,17,0,3,1,29,5.0,2,0,0,89,1,1,1,0
1,27,0,3,2,36,4.0,7,1,0,89,1,1,1,1
1,27,0,3,1,28,4.0,3,1,0,48,1,1,1,0
1,13,1,1,1,33,4.0,6,0,0,61,1,1,1,0
1,2,1,3,2,31,5.0,5,0,0,60,1,1,1,0
2,4,1,3,1,47,3.0,6,0,1,76,1,1,1,1
1,14,1,1,1,40,5.0,5,1,0,51,1,1,1,1
1,2,0,3,1,32,5.0,3,1,0,49,1,1,1,0
3,2,1,3,1,49,5.0,18,1,0,75,1,1,1,1
8,22,1,3,1,32,5.0,7,1,0,50,1,1,1,1
1,25,1,1,1,42,5.0,12,1,0,45,1,1,1,1
6,2,0,1,1,34,3.0,9,0,0,83,1,1,1,0
3,27,1,3,1,25,4.0,3,1,1,96,1,1,1,0
2,22,0,1,1,33,5.0,7,1,0,64,1,1,1,0
2,2,0,3,1,40,4.0,6,1,0,71,1,1,1,1
1,13,1,3,1,39,4.0,12,1,0,62,1,1,1,0
6,2,1,3,2,60,5.0,32,1,0,69,1,1,1,1
1,11,1,1,1,34,5.0,2,1,0,54,1,1,1,0
3,7,1,1,1,37,5.0,5,1,1,97,1,1,1,1
3,2,1,2,1,48,5.0,6,1,0,84,1,1,1,0
6,11,0,1,1,32,1.0,5,1,0,71,1,1,1,0
8,2,1,3,1,35,3.0,4,1,1,49,1,1,1,1
2,4,1,3,1,48,3.0,20,1,0,59,1,1,1,1
3,7,1,3,1,32,2.0,8,0,0,91,1,1,1,0
1,32,1,3,1,29,3.0,4,1,0,50,1,1,1,0
1,4,1,1,1,39,3.0,7,0,0,64,1,1,1,1
2,22,1,1,1,35,3.0,5,1,0,60,1,1,1,0
3,5,1,3,1,33,5.0,4,1,0,81,1,1,1,0
2,23,0,3,1,34,5.0,2,1,0,61,1,1,1,1
4,29,1,1,1,28,5.0,6,1,1,92,1,1,1,0
1,22,1,3,1,36,5.0,7,1,0,52,1,1,1,0
7,7,1,3,1,24,3.0,2,0,0,73,1,0,1,0
6,2,1,3,1,38,5.0,7,1,0,68,1,1,1,1
4,22,1,3,2,35,5.0,9,1,0,86,1,1,1,1
2,26,1,1,1,32,3.0,4,1,0,60,1,1,1,0
1,12,1,3,1,26,4.0,1,1,0,96,1,1,1,0
6,13,1,3,1,27,5.0,5,1,0,95,1,1,1,0
6,23,0,3,1,35,5.0,7,1,0,71,1,1,1,0
6,2,1,3,1,56,3.0,29,1,0,90,1,1,1,1
6,7,1,1,1,41,4.0,11,1,0,71,1,1,1,1
3,16,0,1,2,27,4.0,5,1,0,81,1,1,1,0
3,2,1,2,1,31,3.0,2,1,0,91,1,1,1,0
6,23,1,3,1,35,5.0,3,1,0,71,1,1,1,1
6,26,1,1,1,25,5.0,2,1,0,74,1,0,1,0
6,2,0,1,1,26,5.0,4,1,0,70,1,1,1,0
2,17,1,3,1,26,5.0,2,0,0,72,1,1,1,0
1,15,1,1,2,30,3.0,5,1,0,51,1,1,1,0
2,13,0,3,2,38,4.0,11,1,0,60,1,1,1,0
4,4,1,1,1,33,3.0,6,0,0,82,1,1,1,0
3,7,0,3,1,28,5.0,3,0,0,92,1,1,1,0
2,2,0,3,1,37,5.0,5,0,0,76,1,1,1,0
2,22,1,3,1,28,3.0,3,1,0,89,1,1,1,0
8,11,1,3,1,28,5.0,2,1,0,45,1,1,1,0
2,1,1,1,1,27,3.0,3,1,0,65,1,1,1,0
2,13,1,3,1,50,5.0,8,1,0,61,1,1,1,1
1,22,1,1,2,35,5.0,8,0,1,91,1,1,1,0
7,26,1,3,1,35,5.0,10,0,0,70,1,1,1,1
2,22,1,3,2,34,5.0,8,0,0,73,1,1,1,1
2,3,1,3,1,34,5.0,8,1,0,62,1,1,1,1
2,22,1,1,2,34,5.0,3,1,0,60,1,1,1,0
3,4,1,3,1,29,5.0,5,1,0,77,1,1,1,0
6,2,0,3,1,45,5.0,8,1,0,93,1,1,1,1
1,2,1,1,1,34,5.0,5,0,1,66,1,1,1,1
1,22,1,1,1,22,1.0,1,0,0,62,1,1,1,0
1,30,1,3,1,34,3.0,6,1,0,47,1,1,1,0
2,13,1,3,3,37,5.0,8,0,0,68,1,1,1,0
3,2,1,3,1,38,4.0,3,0,1,88,1,1,1,0
6,17,0,3,1,30,3.0,5,1,0,72,1,1,1,0
6,2,1,3,1,48,3.0,16,0,0,84,1,1,1,0
2,7,1,3,1,46,5.0,16,0,0,75,1,1,1,1
6,7,0,1,1,36,5.0,9,0,0,81,1,1,1,1
1,2,1,3,2,25,5.0,2,1,0,50,1,1,1,0
2,2,1,3,1,49,5.0,4,1,0,59,1,1,1,0
6,17,0,3,1,48,4.0,19,1,0,83,1,1,1,0
3,27,1,1,1,28,5.0,3,1,0,98,1,1,1,0
9,2,1,3,1,28,5.0,2,1,0,56,1,1,1,0
1,17,1,1,1,28,1.0,1,1,0,54,1,1,1,0
2,18,0,3,1,30,5.0,6,1,0,61,1,1,1,0
2,15,1,1,1,28,5.0,2,0,1,72,1,1,1,0
7,26,1,3,1,27,1.0,1,1,0,58,1,1,1,0
1,28,1,3,1,36,5.0,5,0,0,61,1,1,1,0
4,22,1,3,1,26,1.0,1,0,0,80,1,1,1,0
4,1,1,3,1,35,4.0,8,0,0,85,1,1,1,1
7,19,1,3,1,33,5.0,7,1,0,65,1,1,1,0
2,11,1,3,2,30,5.0,3,0,1,98,1,1,1,0
7,7,0,1,1,29,3.0,2,0,0,72,1,1,1,0
1,16,1,3,1,35,3.0,6,0,0,61,1,1,1,1
9,22,1,3,1,31,1.0,1,1,0,60,1,1,1,0
3,25,1,3,1,29,5.0,8,1,0,81,1,1,1,0
3,22,0,3,2,34,5.0,9,0,0,84,1,1,1,0
1,25,1,1,1,32,2.0,5,1,0,48,1,1,1,1
1,4,1,1,1,49,4.0,6,1,0,64,1,1,1,1
6,2,0,1,1,44,3.0,6,1,0,69,1,1,1,1
3,13,1,1,1,31,2.0,7,1,0,79,1,1,1,1
1,13,1,3,1,40,5.0,2,0,0,72,1,1,1,1
4,22,1,3,1,30,5.0,3,1,0,91,1,1,1,0
8,2,0,3,1,31,3.0,5,0,0,58,1,1,1,0
1,4,1,3,1,32,3.0,6,0,0,57,1,1,1,0
1,7,1,3,1,25,5.0,3,1,0,50,1,1,1,0
1,14,1,3,1,27,5.0,3,1,0,45,1,1,1,0
3,31,0,3,1,32,4.0,5,1,0,82,1,1,1,1
1,7,0,3,1,31,3.0,6,0,0,64,1,1,1,0
6,22,1,3,1,37,5.0,2,1,0,68,1,1,1,1
1,25,0,3,1,34,5.0,3,1,0,53,1,1,1,1
4,22,1,2,2,31,3.0,7,1,0,86,1,1,1,0
6,2,0,3,1,54,3.0,12,1,0,68,1,1,1,0
6,13,1,3,1,42,5.0,15,0,0,82,1,1,1,0
4,28,1,1,1,34,3.0,6,1,0,86,1,1,1,0
5,11,1,1,1,31,3.0,4,1,0,81,1,1,1,0
6,23,0,1,1,33,5.0,3,1,1,69,1,1,1,0
3,2,1,3,3,25,5.0,2,0,0,91,1,0,1,0
1,15,0,1,1,36,3.0,7,1,0,54,1,1,1,0
2,33,1,3,1,27,5.0,4,1,0,56,1,1,1,0
2,7,0,3,1,35,3.0,10,1,0,63,1,1,1,1
1,22,1,1,1,31,5.0,2,1,0,95,1,1,1,0
1,22,0,1,1,27,5.0,3,1,0,49,1,1,1,0
6,13,1,1,1,36,3.0,9,0,1,79,1,1,1,1
1,25,0,1,1,36,5.0,3,1,0,58,1,1,1,1
1,23,0,1,1,37,5.0,8,1,0,47,1,1,1,1
